阿Q	ĀQ
打交道	dǎjiāodɑo
打搅	dǎjiǎo
打结	dǎjié
打进	dǎjìn
打卡	dǎkǎ
打开	dǎkāi
打开天窗说亮话	dǎkāitiānchuāngliànghuà
打垮	dǎkuǎ
打蜡	dǎlà
打捞	dǎlāo
打冷颤	dǎlěngzhàn
打量	dǎliɑng
打乱	dǎluàn
打落	dǎluò
打落水狗	dǎluòshuǐgǒu
打马虎眼	dǎmǎhuyǎn
打埋伏	dǎmáifú
打麦场	dǎmàichǎng
打毛衣	dǎmáoyī
打磨	dǎmó
打炮	dǎpào
打泡	dǎpào
打喷嚏	dǎpēntì
打破	dǎpò
打破常规	dápòchángguī
打破沙锅问到底	dǎpòshāguōwèndàodǐ
打气	dǎqì
打情骂俏	dǎqíngmàqiào
打球	dǎqiú
打圈子	dǎquānzi
打入	dǎrù
打散	dǎsàn
打扫	dǎsǎo
打扇	dǎshàn
打伤	dǎshāng
打蛇打七寸	dǎshédǎqīcùn
打胜	dǎshèng
打胜仗	dǎshèngzhàng
打死	dǎsǐ
打算	dǎsuɑn
打碎	dǎsuì
打铁趁热	dǎtiěchènrè
打通	dǎtōng
打头	dǎtóu
打头炮	dǎtóupào
打头阵	dǎtóuzhèn
打退堂鼓	dǎtuìtánggǔ
打下	dǎxià
打消	dǎxiāo
打旋	dǎxuán
打鸭惊鸳鸯	dǎyājīngyuānyāng
打鸭子上架	dǎyāzishàngjià
打眼放炮	dáyǎnfàngpào
打印	dǎyìn
打印机	dǎyìnjī
打鱼郎	dǎyúláng
打圆场	dǎyuánchǎng
打砸抢	dǎzáqiǎng
打仗	dǎzhàng
打招呼	dǎzhāohu
打折	dǎzhé
打折扣	dǎzhékòu
打中	dǎzhòng
打肿脸充胖子	dǎzhǒngliǎnchōngpàngzī
打主意	dǎzhǔyi
打转	dǎzhuǎn
打字	dǎzì
打字机	dǎzìjī
大案	dààn
大案要案	dàànyàoàn
大巴山	dàbāshān
大巴山区	dàbāshānqū
大把	dàbǎ
大坝	dàbà
大白	dàbái
大白菜	dàbáicài
大白话	dàbáihuà
大白鼠	dàbáishǔ
大白天	dàbáitiān
大败	dàbài
大败亏输	dàbàikuīshū
大班	dàbān
大阪	dàbǎn
大阪市	dàbǎnshì
大坂	dàbǎn
大板车	dàbǎnchē
大办	dàbàn
大半	dàbàn
大半辈子	dàbànbèizi
大半个	dàbàngè
大半生	dàbànshēng
大半天	dàbàntiān
大棒	dàbàng
大包大揽	dàbāodàlǎn
大包干	dàbāogān
大饱眼福	dàbǎoyǎnfú
大鸨	dàbǎo
大暴雨	dàbàoyǔ
大北窑	dàběiyáo
大本营	dàběnyíng
大笔	dàbǐ
大笔一挥	dàbǐyīhuī
大辟	dàpì
大便	dàbiàn
大辩论	dàbiànlùn
大别山	dàbiéshān
大别山区	dàbiéshānqū
大别山乡	dàbiéshānxiāng
大兵	dàbīng
大兵团	dàbīngtuán
大饼	dàbǐng
大脖子病	dàbózibìng
大伯	dàbó
大伯子	dàbózǐ
大补	dàbǔ
大不了	dàbuliǎo
大不列颠	dàbùlièdiān
大步	dàbù
大步流星	dǎbùliúxīng
大部	dàbù
大部分	dàbùfen
大部份	dàbùfèn
大部头	dàbùtóu
大才小用	dàcáixiǎoyòng
大材小用	dàcáixiǎoyòng
大菜	dàcài
大藏经	dàzàngjīng
大藏省	dàzàngshěng
大操大办	dàcāodàbàn
大草原	dàcǎoyuán
大肠	dàcháng
大肠杆菌	dàchánggǎnjūn
大肠菌	dàchángjūn
大氅	dàchǎng
大钞	dàchāo
大潮	dàcháo
大吵大闹	dàchǎodànào
大车	dàchē
大彻大悟	dàchèdàwù
大臣	dàchén
大成	dàchéng
大城市	dàchéngshì
大乘	dàchéng
大吃八喝	dàchībāhē
大吃大喝	dàchīdàhē
大吃一惊	dàchīyījīng
大冲	dàchōng
大虫	dàchóng
大出血	dàchūxuè
大处方	dàchǔfāng
大处落墨	dàchùluòmò
大船	dàchuán
大疮	dàchuāng
大吹大擂	dàchuīdàléi
大吹法螺	dàchuīfǎluó
大锤	dàchuí
大春	dàchūn
大醇小疵	dàchúnxiǎocī
大词	dàcí
大慈大悲	dàcídàbēi
大葱	dàcōng
大错	dàcuò
大错特错	dàcuòtècuò
大打出手	dàdǎchūshǒu
大大	dàdà
大大方方	dàdàfāngfāng
大大咧咧	dàdàliěliě
大大落落	dàdàluòluò
大大小小	dàdàxiǎoxiǎo
大袋鼠	dàdàishǔ
大胆	dàdǎn
大刀	dàdāo
大刀阔斧	dàdāokuòfǔ
大道	dàdào
大道理	dàdàoli
大敌	dàdí
大敌当前	dàdídāngqián
大抵	dàdǐ
大地	dàdì
大地测量	dàdìcèliáng
大地回春	dàdìhuíchūn
大弟	dàdì
大帝	dàdì
大典	dàdiǎn
大殿	dàdiàn
大调	dàdiào
大动干戈	dàdònggāngē
大动肝火	dàdònggānhuǒ
大动脉	dàdòngmài
大都	dàdōu
大都会	dàdōuhuì
大都市	dàdōushì
大斗	dàdòu
大豆	dàdòu
大豆胶	dàdòujiāo
大肚子	dàdùzi
大度	dàdù
大度包容	dàdùbāoróng
大渡河	dàdùhé
大端	dàduān
大队	dàduì
大多	dàduō
大多数	dàduōshù
大多数人	dàduōshùrén
大额	dà'é
大颚	dàè
大恩	dàēn
大恩大德	dàēndàdé
大儿子	dàérzi
大而化之	dàérhuàzhī
大而全	dàérquán
大而无当	dàérwúdàng
大发慈悲	dàfācíbēi
大发雷霆	dàfāléitíng
大法	dàfǎ
大法官	dàfǎguān
大凡	dàfán
大方向	dàfāngxiàng
大房	dàfáng
大放厥词	dàfàngjuécí
大放异彩	dàfàngyìcǎi
大分子	dàfènzǐ
大粪	dàfèn
大风	dàfēng
大风大浪	dàfēngdàlàng
大佛	dàfó
大幅	dàfú
大幅度	dàfúdù
大副	dàfù
大腹便便	dàfùpiánpián
大腹贾	dàfùgǔ
大盖帽	dàgàimào
大概	dàgài
大概其	dàgàiqí
大干	dàgàn
大纲	dàgāng
大哥	dàgē
大哥大	dàgēdà
大革命	dàgémìng
大个儿	dàgèér
大个子	dàgèzi
大公	dàgōng
大公报	dàgōngbào
大公国	dàgōngguó
大公无私	dàgōngwúsī
大功	dàgōng
大功告成	dàgōnggàochéng
大功率	dàgōnglǜ
大姑	dàgū
大姑儿	dàgūér
大姑娘	dàgūniɑng
大姑子	dàgūzǐ
大沽	dàgū
大骨节病	dàgǔjiébìng
大鼓	dàgǔ
大故	dàgù
大褂	dàguà
大关	dàguān
大观	dàguān
大观园	dàguānyuán
大官	dàguān
大管	dàguǎn
大规模	dàguīmó
大规模集成电路	dàguīmójíchéngdiànlù
大锅饭	dàguōfàn
大国	dàguó
大过	dàguò
大海	dàhǎi
大海捞针	dàhǎilāozhēn
大寒	dàhán
大韩民国	dàhánmínguó
大喊	dàhǎn
大喊大叫	dàhǎndàjiào
大汉	dàhàn
大汗	dàhán
大汗淋漓	dàhánlínlí
大旱	dàhàn
大旱望云霓	dàhànwàngyúnní
大好	dàhǎo
大号	dàhào
大合唱	dàhéchàng
大和	dàhé
大河	dàhé
大黑汀	dàhēitīng
大亨	dàhēng
大轰大嗡	dàhōngdàwēng
大红	dàhóng
大红大绿	dàhóngdàlǜ
大红大紫	dàhóngdàzǐ
大红人	dàhóngrén
大后方	dàhòufāng
大后年	dàhòunián
大后天	dàhòutiān
大呼隆	dàhūlóng
大呼小叫	dàhūxiǎojiào
大湖	dàhú
大户	dàhù
大花脸	dàhuāliǎn
大话	dàhuà
大患	dàhuàn
大黄	dàihuáng
大黄蜂	dàihuángfēng
大黄鱼	dàihuángyú
大茴香	dàhuíxiāng
大会	dàhuì
大会堂	dàhuìtáng
大会战	dàhuìzhàn
大火	dàhuǒ
大伙	dàhuǒ
大获全胜	dàhuòquánshèng
大祸	dàhuò
大祸临头	dàhuòlíntóu
大惑不解	dàhuòbùjiě
大吉	dàjí
大吉大利	dàjídàlì
大集体	dàjítǐ
大计	dàjì
大蓟	dàjì
大家	dàjiā
大家闺秀	dàjiāguīxiù
大家伙	dàjiāhuo
大家伙儿	dàjiāhuoér
大家鼠	dàjiāshǔ
大家庭	dàjiātíng
大驾	dàjià
大件	dàjiàn
大建	dàjiàn
大江	dàjiāng
大江东去	dàjiāngdōngqù
大江南北	dàjiāngnánběi
大将	dàjiàng
大将军	dàjiàngjūn
大奖	dàjiǎng
大奖赛	dàjiǎngsài
大脚	dàjiǎo
大叫	dàjiào
大教堂	dàjiàotáng
大街	dàjiē
大街小巷	dàjiēxiǎoxiàng
大节	dàjié
大劫	dàjié
大捷	dàjié
大姐	dàjiě
大解	dàjiě
大襟	dàjīn
大惊失色	dàjīngshīsè
大惊小怪	dàjīngxiǎoguài
大静脉	dàjìngmài
大酒宴	dàjiǔyàn
大舅	dàjiù
大舅子	dàjiùzǐ
大局	dàjú
大局观	dàjúguān
大举	dàjǔ
大军	dàjūn
大卡	dàkǎ
大开方便	dàkāifāngbiàn
大开方便之门	dàkāifāngbiànzhīmén
大开眼界	dàdāiyǎnjiè
大楷	dàkǎi
大考	dàkǎo
大可不必	dàkěbùbì
大客车	dàkèchē
大课	dàkè
大跨径桥	dàkuàjìngqiáo
大块	dàkuài
大块头	dàkuàitóu
大快朵颐	dàkuàiduǒyí
大快人心	dàkuàirénxīn
大款	dàkuǎn
大浪	dàlàng
大牢	dàláo
大老粗	dàlǎocū
大老婆	dàlǎopo
大雷雨	dàléiyǔ
大礼拜	dàlǐbài
大礼服	dàlǐfú
大礼堂	dàlǐtáng
大理	dàlǐ
大理石	dàlǐshí
大理岩	dàlǐyán
大力	dàlì
大力神	dàlìshén
大力士	dàlìshì
大力支持	dàlìzhīchí
大吏	dàlì
大丽花	dàlìhuā
大连	dàlián
大连队	dàliánduì
大连港	dàliángǎng
大连市	dàliánshì
大连湾	dàliánwān
大殓	dàliàn
大凉山	dàliángshān
大梁	dàliáng
大量	dàliàng
大量生产	dàliàngshēngchǎn
大料	dàliào
大咧咧	dàliěliě
大龄	dàlíng
大龄青年	dàlíngqīngnián
大溜	dàliū
大楼	dàlóu
大陆	dàlù
大陆架	dàlùjià
大陆坡	dàlùpō
大陆桥	dàlùqiáo
大陆性	dàlùxìng
大辂椎轮	dàlùzhuīlún
大鹿岛村	dàlùdǎocūn
大路	dàilù
大路菜	dàlùcài
大路货	dàlùhuò
大略	dàlüè
大妈	dàmā
大麻	dàmá
大麻哈鱼	dàmáhāyú
大麻子	dàmázi
大马哈鱼	dàmǎhāyú
大马士革	dàmǎshìgé
大麦	dàmài
大忙	dàmáng
大猫熊	dàmāoxióng
大毛	dàmáo
大帽子	dàmàozi
大媒	dàméi
大妹	dàmèi
大门	dàmén
大门口	dàménkǒu
大梦初醒	dàmèngchūxǐng
大米	dàmǐ
大米粥	dàmǐzhōu
大面	dàmiàn
大面儿	dàmiànér
大面儿上	dàmiànérshàng
大面积	dàmiànjī
大民主	dàmínzhǔ
大名	dàmíng
大名鼎鼎	dàmíngdǐngdǐng
大明湖	dàmínghú
大鸣大放	dàmíngdàfàng
大螟	dàmíng
大谬不然	dàmiùbùrán
大模大样	dàmódàyàng
大漠	dàmò
大拇哥	dàmǔgē
大拇指	dàmúzhǐ
大幕	dàmù
大拿	dàná
大内	dànèi
大男大女	dànándànǚ
大难	dànàn
大难不死	dànànbùsǐ
大难临头	dànànlíntóu
大脑	dànǎo
大脑皮层	dànǎopícéng
大脑炎	dànǎoyán
大鲵	dàní
大逆	dànì
大逆不道	dànìbùdào
大年	dànián
大年初一	dàniánchūyī
大年三十	dàniánsānshí
大年夜	dàniányè
大娘	dàniáng
大鸟	dàniǎo
大宁	dàníng
大怒	dànù
大牌	dàpái
大盘	dàpán
大炮	dàpào
大篷车	dàpéngchē
大批	dàpī
大批判	dàpīpàn
大片	dàpiàn
大破	dàpò
大谱	dàpǔ
大谱儿	dàpǔér
大漆	dàqī
大起大落	dàqǐdàluò
大气	dàqì
大气磅礴	dàqìpángbó
大气层	dàqìcéng
大气候	dàqìhòu
大气科学	dàqìkēxué
大气圈	dàqìquān
大气污染	dàqìwūrǎn
大气压	dàqìyā
大器	dàqì
大器晚成	dàqìwǎnchéng
大千世界	dàqiānshìjiè
大前年	dàqiánnián
大前提	dàqiántí
大前天	dàqiántiān
大钱	dàqián
大钳	dàqián
大枪	dàqiāng
大桥	dàqiáo
大巧若拙	dàqiǎoruòzhuō
大秦线	dàqínxiàn
大青山	dàqīngshān
大清白日	dàqīngbáirì
大清早	dàqīngzǎo
大庆	dàqìng
大秋	dàqiū
大秋作物	dàqiūzuòwù
大曲	dàqū
大曲酒	dàqūjiǔ
大趋势	dàqūshì
大全	dàquán
大权	dàquán
大权独揽	dàquándúlǎn
大权旁落	dàquánpángluò
大权在握	dàquánzàiwò
大犬座	dàquǎnzuò
大热天	dàrètiān
大人物	dàrénwù
大任	dàrèn
大肉	dàròu
大儒	dàrú
大赛	dàsài
大扫除	dàsǎochú
大嫂	dàsǎo
大嫂们	dàsǎomen
大嫂子	dàsǎozi
大杀风景	dàshāfēngjǐng
大煞风景	dàshāfēngjǐng
大山	dàshān
大少爷	dàshàoye
大舌头	dàshétou
大赦	dàshè
大婶	dàshěn
大声	dàshēng
大声疾呼	dàshēngjíhū
大牲畜	dàshēngchù
大圣	dàshèng
大失所望	dàshīsuǒwàng
大师	dàshī
大使	dàshǐ
大使馆	dàshǐguǎn
大使级	dàshǐjí
大世界	dàshìjiè
大事	dàshì
大事化小	dàshìhuàxiǎo
大事记	dàshìjì
大事铺张	dàshìpūzhāng
大势	dàshì
大势所趋	dàshìsuǒqū
大势已去	dàshìyǐqù
大是大非	dàshìdàfēi
大手笔	dàshóubǐ
大手大脚	dàshǒudàjiǎo
大寿	dàshòu
大书特书	dàshūtèshū
大叔	dàshū
大叔们	dàshūmen
大暑	dàshǔ
大树	dàshù
大树底下好乘凉	dàshùdǐxiɑhǎochéngliáng
大数	dàshù
大帅	dàshuài
大水	dàshuǐ
大水冲了龙王庙	dàshuǐchōnglelóngwángmiào
大顺	dàshùn
大司马	dàsīmǎ
大肆	dàsì
大苏打	dàsūdá
大蒜	dàsuàn
大踏步	dàtàbù
大堂	dàtáng
大提琴	dàtíqín
大题小做	dàtíxiǎozuò
大体	dàtǐ
大体而言	dàtǐéryán
大体上	dàtǐshàng
大天白日	dàtiānbáirì
大田	dàtián
大田作物	dàtiánzuòwù
大厅	dàtīng
大庭广众	dàtíngguǎngzhòng
大通	dàtōng
大同	dàtóng
大同江	dàtóngjiāng
大同小异	dàtóngxiǎoyì
大头	dàtóu
大头菜	dàtóucài
大头鱼	dàtóuyú
大头针	dàtóuzhēn
大屠杀	dàtúshā
大团结	dàtuánjié
大团园	dàtuányuán
大团圆	dàtuányuán
大腿	dàtuǐ
大碗茶	dàwǎnchá
大腕	dàwàn
大王	dàiwɑng
大网	dàwǎng
大为	dàwéi
大为吃惊	dàwéichījīng
大卫	dàwèi
大尉	dàwèi
大我	dàwǒ
大无畏	dàwúwèi
大五金	dàwǔjīn
大悟	dàwù
大雾	dàwù
大西北	dàxīběi
大西洋	dàxīyáng
大西洋城	dàxīyángchéng
大喜	dàxǐ
大喜过望	dàxǐguòwàng
大喜事	dàxǐshì
大戏	dàxì
大系统	dàxìtǒng
大虾	dàxiā
大侠	dàxiá
大峡谷	dàxiágǔ
大厦	dàshà
大厦将倾	dàshàjiāngqīng
大仙	dàxiān
大显身手	dàxiǎnshēnshǒu
大显神通	dàxiǎnshéntōng
大限	dàxiàn
大相	dàxiāng
大相径庭	dàxiāngjìngtíng
大象	dàxiàng
大小	dàxiǎo
大小便	dàxiǎobiàn
大校	dàxiào
大笑	dàxiào
大协作	dàxiézuò
大写	dàxiě
大写字母	dàxiězìmǔ
大兴	dàxīng
大兴安岭	dàxīngānlǐng
大兴土木	dàxīngtǔmù
大猩猩	dàxīngxing
大刑	dàxíng
大行星	dàhángxīng
大行政区	dàhángzhèngqū
大型	dàxíng
大型化	dàxínghuà
大型机	dàxíngjī
大型企业	dàxíngqǐyè
大姓	dàxìng
大雄	dàxióng
大雄宝殿	dàxióngbǎodiàn
大熊猫	dàxióngmāo
大熊座	dàxióngzuò
大修	dàxiū
大修理	dàxiūlǐ
大选	dàxuǎn
大学	dàxué
大学生们	dàxuéshengmen
大学士	dàxuéshì
大雪	dàxuě
大雪纷飞	dàxuěfēnfēi
大循环	dàxúnhuán
大牙	dàyá
大雅	dàyǎ
大雅之堂	dàyǎzhītáng
大烟	dàyān
大言不惭	dàyánbùcán
大岩桐	dàyántóng
大盐	dàyán
大檐帽	dàyánmào
大眼贼	dàyǎnzéi
大宴宾客	dàyànbīnkè
大雁	dàyàn
大洋	dàyáng
大洋洲	dàyángzhōu
大样	dàyàng
大摇大摆	dàyáodàbǎi
大要	dàyào
大业	dàyè
大叶桉	dàyèān
大叶性肺炎	dàyèxìngfèiyán
大叶杨	dàyèyáng
大一统	dàyītǒng
大衣	dàyī
大衣呢	dàyīne
大姨	dàyí
大姨子	dàyízǐ
大义	dàyì
大义凛然	dàyìlǐnrán
大义灭亲	dàyìmièqīn
大意失荆州	dàyìshījīngzhōu
大音阶	dàyīnjiē
大印	dàyìn
大油	dàyóu
大有	dàyǒu
大有裨益	dàyǒubìyì
大有径庭	dàyǒujìngtíng
大有可为	dàyǒukěwéi
大有人在	dàyǒurénzài
大有文章	dàyǒuwénzhāng
大有益处	dàyǒuyìchù
大有作为	dàyǒuzuòwéi
大于	dàyú
大鱼	dàyú
大鱼大肉	dàyúdàròu
大宇	dàyǔ
大宇队	dàyǔduì
大雨	dàyǔ
大雨滂沱	dàyǔpāngtuó
大雨倾盆	dàyǔqīngpén
大雨如注	dàyǔrúzhù
大禹	dàyǔ
大元帅	dàyuánshuài
大员	dàyuán
大圆	dàyuán
大院	dàyuàn
大约	dàyuē
大约摸	dàyuēmō
大月	dàyuè
大跃进	dàyuèjìn
大运河	dàyùnhé
大杂烩	dàzáhuì
大杂院	dàzáyuàn
大杂院儿	dàzáyuànér
大早	dàzǎo
大枣	dàzǎo
大灶	dàzào
大闸蟹	dàzháxiè
大寨	dàzhài
大展	dàzhǎn
大展宏图	dàzhǎnhóngtú
大展经纶	dàzhǎnjīnglún
大战	dàzhàn
大站	dàzhàn
大张旗鼓	dàzhāngqígǔ
大张挞伐	dàzhāngtàfá
大丈夫	dàzhàngfu
大昭寺	dàzhāosì
大政	dàzhèng
大政方针	dàzhèngfāngzhēn
大旨	dàzhǐ
大指	dàzhǐ
大志	dàzhì
大治	dàzhì
大致	dàzhì
大致说来	dàzhìshuōlái
大智大勇	dàzhìdàyǒng
大智若愚	dàzhìruòyú
大中	dàzhōng
大中型	dàzhōngxíng
大中专	dàzhōngzhuān
大仲马	dàzhòngmǎ
大众	dàzhòng
大众传播	dàzhòngchuánbō
大众传媒	dàzhòngchuánméi
大众化	dàzhònghuà
大众呢	dàzhòngne
大众性	dàzhòngxìng
大洲	dàzhōu
大轴子	dàzhóuzǐ
大主教	dàzhǔjiāo
大著	dàzhù
大专	dàzhuān
大专生	dàzhuānshēng
大专学校	dàzhuānxuéxiào
大专院校	dàzhuānyuànxiào
大篆	dàzhuàn
大庄园	dàzhuāngyuán
大子儿	dàzǐér
大姊	dàzǐ
大字	dàzì
大字报	dàzìbào
大自然	dàzìrán
大宗	dàzōng
大总统	dàzóngtǒng
大足	dàzú
大足县	dàzúxiàn
大族	dàzú
大醉	dàzuì
大作	dàzuò
大作家	dàzuòjiā
大作文章	dàzuòwénzhāng
大做	dàzuò
大做文章	dàzuòwénzhāng
呆板	dāibǎn
呆若木鸡	dāiruòmùjī
呆头呆脑	dāitóudāinǎo
呆小症	dāixiǎozhèng
歹徒	dǎitú
傣族	dǎizú
代办	dàibàn
代办处	dàibànchù
代表	dàibiǎo
代表大会	dàibiǎodàhuì
代表队	dàibiǎoduì
代表团	dàibiǎotuán
代表性	dàibiǎoxìng
代表作	dàibiǎozuò
代拆代行	dàichāidàixíng
代称	dàichēng
代代相传	dàidàixiāngchuán
代顿市	dàidùnshì
代尔夫特	dàiěrfūtè
代盖赫利耶	dàigàihèlìyē
代购	dàigòu
代管	dàiguǎn
代号	dàihào
代价	dàijià
代理	dàilǐ
代理人	dàilǐrén
代码	dàimǎ
代脉	dàimài
代名词	dàimíngcí
代培	dàipéi
代人受过	dàirénshòuguò
代市长	dàishìzhǎng
代售	dàishòu
代数	dàishù
代数方程	dàishùfāngchéng
代数根	dàishùgēn
代数和	dàishùhé
代数式	dàishùshì
代数学	dàishùxué
代替	dàitì
代为	dàiwéi
代销	dàixiāo
代谢	dàixiè
代言人	dàiyánrén
代用	dàiyòng
代用品	dàiyòngpǐn
带兵	dàibīng
带病	dàibìng
带电	dàidiàn
带分数	dàifēnshù
带钢	dàigāng
带回	dàihuí
带劲	dàijìn
带菌	dàijūn
带菌者	dàijūnzhě
带来	dàilái
带累	dàilèi
带领	dàilǐng
带勤率	dàiqínlǜ
带头	dàitóu
带头人	dàitóurén
带有	dàiyǒu
带状	dàizhuàng
带着铃铛去做贼	dàizhelíngdāngqùzuòzéi
待办	dàibàn
待查	dàichá
待产	dàichǎn
待承	dàichéng
待到	dàidào
待岗	dàigǎng
待会儿	dāihuìér
待机	dàijī
待机而动	dàijīérdòng
待价而沽	dàijiàérgū
待考	dàikǎo
待客	dàikè
待理不理	dàilǐbùlǐ
待命	dàimìng
待批	dàipī
待聘	dàipìn
待人	dàirén
待人处世	dàirénchǔshì
待人接物	dàirénjiēwù
待时而动	dàishíérdòng
待续	dàixù
待业	dàiyè
待业率	dàiyèlǜ
待业青年	dàiyèqīngnián
待遇	dàiyù
待援	dàiyuán
待战	dàizhàn
待字	dàizì
待字闺中	dàizìguīzhōng
怠慢	dàimàn
殆尽	dàijìn
贷方	dàifāng
贷款	dàikuǎn
袋泡茶	dàipàochá
袋装	dàizhuāng
袋子	dàizǐ
逮捕	dàibǔ
逮捕令	dàibǔlìng
逮捕证	dàibǔzhèng
逮住	dǎizhù
戴高乐	dàigāolè
戴绿帽	dàilǜmào
戴盆望天	dàipénwàngtiān
戴胜	dàishèng
戴圆履方	dàiyuánlǚfāng
戴月披星	dàiyuèpīxīng
戴罪立功	dàizuìlìgōng
黛绿	dàilǜ
丹参	dānshēn
丹东	dāndōng
丹佛市	dānfóshì
丹麦克朗	dānmàikèlǎng
丹尼斯克	dānnísīkè
丹青	dānqīng
丹之所藏者赤	dānzhīsuǒcángzhěchì
单摆	dānbǎi
单瓣	dānbàn
单帮	dānbāng
单倍体	dānbèitǐ
单被	dānbèi
单比	dānbǐ
单比例	dānbǐlì
单臂	dānbì
单边	dānbiān
单兵	dānbīng
单薄	dānbó
单产	dānchǎn
单车	dānchē
单车道	dānchēdào
单程	dānchéng
单程票	dānchéngpiào
单传	dānchuán
单纯	dānchún
单纯词	dānchúncí
单纯林	dānchúnlín
单纯性	dānchúnxìng
单词	dāncí
单打	dāndǎ
单打独斗	dāndǎdúdòu
单打一	dāndǎyī
单单	dāndān
单刀	dāndāo
单刀直入	dāndāozhírù
单调	dāndiào
单独	dāndú
单独海损	dāndúhǎisǔn
单耳刀	dāněrdāo
单耳刀儿	dāněrdāoér
单耳旁儿	dāněrpángér
单发	dānfā
单方	dānfāng
单方面	dānfāngmiàn
单放机	dānfàngjī
单分子层	dānfènzǐcéng
单峰	dānfēng
单峰驼	dānfēngtuó
单幅	dānfú
单干	dāngàn
单干户	dāngànhù
单缸	dāngāng
单杠	dāngàng
单个	dāngè
单个儿	dāngèér
单根	dāngēn
单根独苗	dāngēndúmiáo
单鹄寡凫	dānhúguǎfú
单褂	dānguà
单轨	dānguǐ
单轨铁路	dānguǐtiělù
单轨制	dānguǐzhì
单果	dānguǒ
单过	dānguò
单寒	dānhán
单号	dānhào
单核细胞	dānhéxìbāo
单环	dānhuán
单簧管	dānhuángguǎn
单击	dānjī
单机	dānjī
单季稻	dānjìdào
单价	dānjià
单间	dānjiān
单间儿	dānjiānér
单键	dānjiàn
单交	dānjiāo
单晶	dānjīng
单晶硅	dānjīngguī
单晶体	dānjīngtǐ
单精度	dānjīngdù
单句	dānjù
单据	dānjù
单孔	dānkǒng
单孔目	dānkǒngmù
单口	dānkǒu
单口相声	dānkǒuxiàngsheng
单裤	dānkù
单立人	dānlìrén
单立人儿	dānlìrénér
单利	dānlì
单恋	dānliàn
单列	dānliè
单门	dānmén
单门独户	dānméndúhù
单面	dānmiàn
单名	dānmíng
单名数	dānmíngshù
单模	dānmó
单宁	dānníng
单宁酸	dānníngsuān
单片机	dānpiànjī
单篇	dānpiān
单骑	dānqí
单枪	dānqiāng
单枪匹马	dānqiāngpímǎ
单亲家庭	dānqìngjiɑtíng
单人	dānrén
单人床	dānrénchuáng
单人独马	dānréndúmǎ
单人滑	dānrénhuá
单人旁儿	dānrénpángér
单人舞	dānrénwǔ
单刃剑	dānrènjiàn
单日	dānrì
单弱	dānruò
单色	dānsè
单色光	dānsèguāng
单身	dānshēn
单身汉	dānshēnhàn
单生花	dānshēnghuā
单式	dānshì
单式编制	dānshìbiānzhì
单是	dānshì
单数	dānshù
单说	dānshuō
单丝	dānsī
单丝不成线	dānsībùchéngxiàn
单瘫	dāntān
单糖	dāntáng
